-180,0.0000,0.0192,-0.0405
-175,0.5037,0.0311,0.2147
-170,0.7293,0.1235,0.3532
-165,0.7247,0.2467,0.3011
-160,0.6627,0.3132,0.3091
-155,0.7781,0.4597,0.3639
-150,0.9326,0.6492,0.4429
-145,1.0278,0.8463,0.4974
-140,1.0627,1.0406,0.5348
-135,1.0447,1.2213,0.5599
-130,0.9910,1.3853,0.5774
-125,0.9167,1.5328,0.5943
-120,0.8174,1.6591,0.6000
-115,0.7013,1.7681,0.6000
-110,0.5664,1.8639,0.6000
-105,0.4324,1.9424,0.5990
-100,0.2820,2.0073,0.5953
-95,0.1240,2.0512,0.5860
-90,-0.0475,2.0755,0.5722
-85,-0.2203,2.0830,0.5558
-80,-0.3880,2.0615,0.5367
-75,-0.5486,2.0194,0.5141
-70,-0.6967,1.9500,0.4894
-65,-0.8360,1.8577,0.4618
-60,-0.9594,1.7323,0.4301
-55,-1.0616,1.5906,0.3944
-50,-1.1284,1.4285,0.3562
-45,-1.1573,1.2620,0.3152
-40,-1.1368,1.0772,0.2723
-35,-1.0551,0.8653,0.2183
-30,-0.9116,0.6455,0.1593
-25,-0.7220,0.4594,0.1115
-22,-0.6654,0.3713,0.0893
-21,-0.6566,0.3293,0.0842
-20,-0.6518,0.2762,0.0798
-19,-0.6595,0.2390,0.0762
-18,-0.6876,0.2145,0.0730
-17,-0.7480,0.1943,0.0695
-16,-0.8635,0.1750,0.0639
-15,-1.0351,0.1523,0.0543
-14,-1.3272,0.1179,0.0351
-13,-1.3206,0.0878,0.0038
-12,-1.2632,0.0688,-0.0134
-11,-1.1998,0.0547,-0.0191
-10,-1.1218,0.0456,-0.0205
-9,-1.0192,0.0370,-0.0149
-8,-0.9128,0.0312,-0.0149
-7,-0.8000,0.0254,-0.0149
-6,-0.6818,0.0207,-0.0149
-5,-0.5573,0.0178,-0.0149
-4,-0.4431,0.0148,-0.0149
-3,-0.3404,0.0127,-0.0149
-2,-0.2329,0.0100,-0.0149
-1,-0.1164,0.0087,-0.0149
0,0.0000,0.0086,-0.0149
1,0.1159,0.0087,-0.0149
2,0.2281,0.0088,-0.0149
3,0.3308,0.0090,-0.0149
4,0.4341,0.0091,-0.0149
5,0.5384,0.0093,-0.0149
6,0.6421,0.0094,-0.0149
7,0.7448,0.0096,-0.0149
8,0.8422,0.0097,-0.0149
9,0.9335,0.0099,-0.0149
10,1.0337,0.0100,-0.0149
11,1.1232,0.0106,-0.0149
12,1.2122,0.0147,-0.0149
13,1.2964,0.0271,-0.0149
14,1.3160,0.0534,-0.0149
15,0.9672,0.1080,-0.0149
16,0.9361,0.1370,-0.0259
17,0.8935,0.1580,-0.0519
18,0.8370,0.1795,-0.0646
19,0.7484,0.2160,-0.0751
20,0.7171,0.2645,-0.0849
21,0.7138,0.3241,-0.0936
22,0.7282,0.3528,-0.1023
23,0.7501,0.3792,-0.1114
24,0.7790,0.4103,-0.1204
25,0.8119,0.4423,-0.1295
26,0.8477,0.4761,-0.1385
27,0.8842,0.5120,-0.1473
30,0.9681,0.6251,-0.1722
35,1.0817,0.8139,-0.2133
40,1.1371,1.0043,-0.2546
45,1.1389,1.1845,-0.2941
50,1.1047,1.3503,-0.3295
55,1.0482,1.5117,-0.3632
60,0.9637,1.6668,-0.3965
65,0.8522,1.7970,-0.4296
70,0.7166,1.9002,-0.4591
75,0.5731,1.9765,-0.4849
80,0.4141,2.0337,-0.5083
85,0.2466,2.0657,-0.5288
90,0.0728,2.0803,-0.5458
95,-0.0859,2.0712,-0.5601
100,-0.2401,2.0373,-0.5710
105,-0.3875,1.9788,-0.5799
110,-0.5350,1.8990,-0.5877
115,-0.6678,1.8009,-0.5928
120,-0.7890,1.6869,-0.5941
125,-0.8867,1.5603,-0.5908
130,-0.9688,1.4164,-0.5805
135,-1.0379,1.2600,-0.5679
140,-1.0741,1.0843,-0.5506
145,-1.0449,0.8996,-0.5249
150,-0.9356,0.7038,-0.4714
155,-0.7533,0.5061,-0.3931
160,-0.6811,0.3522,-0.3270
165,-0.7336,0.2841,-0.3160
170,-0.7499,0.1689,-0.3554
175,-0.5395,0.0650,-0.2965
180,0.0000,0.0192,-0.0405
