  
       XFOIL         Version 6.99
  
 Calculated polar for: SC1095                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     1.235 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -8.000  -0.8170   0.01164   0.00236  -0.0150   1.0000   0.0075   1.0000 109.7440
  -7.000  -0.7080   0.00994   0.00173  -0.0147   1.0000   0.0295   1.0000 116.7769
  -6.000  -0.6024   0.00889   0.00137  -0.0133   1.0000   0.0432   1.0000 119.0554
  -5.000  -0.4687   0.00804   0.00123  -0.0179   0.9888   0.0762   2.5156 122.9265
  -4.000  -0.3581   0.00762   0.00118  -0.0167   0.9499   0.0931   6.5415 124.5320
  -3.000  -0.2509   0.00718   0.00096  -0.0147   0.9099   0.1089  10.0122 125.9425
  -2.000  -0.1391   0.00668   0.00071  -0.0139   0.8611   0.1573  14.0382 130.0825
  -1.000  -0.0270   0.00589   0.00046  -0.0137   0.7700   0.3599  21.5211 146.8295
   1.000   0.1975   0.00565   0.00053  -0.0138   0.4148   0.8354  50.7741 185.7838
   2.000   0.3034   0.00617   0.00075  -0.0117   0.2940   0.9314  60.7372 193.6974
   3.000   0.4100   0.00678   0.00086  -0.0097   0.1943   0.9890  69.1112 199.4910
   4.000   0.5348   0.00756   0.00108  -0.0126   0.1347   1.0000  74.2447 201.0000
   5.000   0.6479   0.00832   0.00133  -0.0128   0.1040   1.0000  77.0034 201.0000
   6.000   0.7616   0.00909   0.00160  -0.0131   0.0875   1.0000  78.5739 201.0000
   7.000   0.8738   0.01004   0.00191  -0.0132   0.0737   1.0000  79.9679 201.0000
   8.000   0.9852   0.01091   0.00208  -0.0131   0.0631   1.0000  81.1272 201.0000
   9.000   1.0944   0.01199   0.00218  -0.0128   0.0475   1.0000  83.0569 201.0000
  10.000   1.1897   0.01514   0.00375  -0.0110   0.0083   1.0000  92.5558 201.0000
  11.000   1.2853   0.01772   0.00491  -0.0090   0.0065   1.0000  93.6075 201.0000
  13.000   1.4365   0.02550   0.00912  -0.0013   0.0052   1.0000  94.5067 201.0000
  14.000   1.4583   0.03154   0.01308   0.0068   0.0048   1.0000  94.7366 201.0000
  15.000   1.4235   0.04636   0.02515   0.0051   0.0047   1.0000  94.8611 201.0000
  16.000   1.2970   0.08709   0.06368  -0.0199   0.0049   1.0000  94.7092 201.0000
  17.000   1.1492   0.13066   0.11070  -0.0425   0.0052   1.0000  94.4770 201.0000
  18.000   1.1090   0.15674   0.14343  -0.0570   0.0052   1.0000  94.4945 201.0000
  19.000   1.1008   0.17706   0.17285  -0.0694   0.0050   1.0000  94.6145 201.0000
  20.000   1.1043   0.19533   0.20282  -0.0816   0.0048   1.0000  94.7940 201.0000
