-178.0,0.070936,0.020663,-0.024391
-170.0,0.591128,0.106389,0.541968
-161.0,1.025087,0.387618,1.095985
-150.0,1.360485,0.859272,1.465301
-140.0,1.583499,1.376592,1.621756
-130.0,1.682128,1.911631,1.587706
-120.0,1.717924,2.437575,1.405916
-110.0,1.628708,2.778544,1.011750
-100.0,1.619828,2.754594,0.501674
-90.0,0.892303,2.727921,-0.065280
-80.0,0.641280,3.088216,-0.617351
-70.0,0.520339,3.014908,-1.156729
-60.0,0.366303,2.693660,-1.614285
-50.0,0.404868,2.152469,-1.824500
-40.0,0.406331,1.594454,-1.902117
-31.0,0.292077,1.045967,-1.743992
-25.0,0.175563,0.735064,-1.572890
-20.0,0.060966,0.485088,-1.302499
-17.0,0.014691,0.362763,-1.141103
-14.0,0.002574,0.264741,-0.992684
-12.0,0.001720,0.204031,-0.869987
-10.0,0.011054,0.152005,-0.744816
-9.0,0.011080,0.128568,-0.677267
-8.0,-0.001011,0.104586,-0.590534
-7.0,0.021842,0.091912,-0.562745
-6.0,0.010961,0.073241,-0.475304
-5.0,-0.002498,0.056060,-0.379598
-3.0,0.000420,0.033600,-0.230178
-2.0,-0.008384,0.026722,-0.151066
-1.0,-0.012315,0.022428,-0.077948
2.0,-0.025316,0.020568,0.137575
3.0,-0.028812,0.023281,0.208686
4.0,-0.031508,0.027473,0.278928
5.0,-0.040157,0.033680,0.354917
7.0,-0.052132,0.052825,0.503891
8.0,-0.067174,0.068103,0.589188
9.0,-0.067868,0.084551,0.661311
10.0,-0.069551,0.107283,0.742532
11.0,-0.077372,0.137160,0.831555
12.0,-0.066705,0.161025,0.872781
13.0,-0.073145,0.192762,0.952708
14.0,-0.076542,0.225666,1.024848
16.0,-0.090624,0.301528,1.172156
17.0,-0.103288,0.345124,1.251000
19.0,-0.124437,0.436024,1.384255
25.0,-0.218993,0.739778,1.699953
30.0,-0.347389,1.136479,1.988158
40.0,-0.437479,1.711281,2.138392
50.0,-0.461162,2.300098,2.008743
60.0,-0.526625,2.759930,1.669868
70.0,-0.635227,3.146676,1.225377
80.0,-0.687540,3.260355,0.701212
90.0,-0.679198,2.896066,0.135569
100.0,-1.508691,2.797547,-0.460190
110.0,-1.729599,2.893933,-1.048015
120.0,-1.990106,2.636481,-1.505956
130.0,-1.911665,2.117549,-1.755158
140.0,-1.665471,1.549389,-1.799514
151.0,-1.456728,0.976521,-1.711200
160.0,-1.206329,0.540722,-1.451324
170.0,-0.709569,0.160459,-0.861276
179.0,-0.122377,0.024435,-0.220932
